OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive,TotalHospitalized,DailyHospitalized,TotalICU,DailyICU
1923,NOVA SCOTIA,NS,1,2020/05/24 12:00:00+00,1050,973,4,58,0,39105,385,19,-3,6,0,3,0
1924,SASKATCHEWAN,SK,2,2020/05/24 12:00:00+00,632,538,3,7,0,43862,443,87,-1,5,-1,3,0
1925,ALBERTA,AB,42,2020/05/24 12:00:00+00,6860,5924,55,135,0,236789,4015,801,-13,46,-2,6,0
1922,BRITISH COLUMBIA,BC,0,2020/05/24 12:00:00+00,2517,2057,0,157,0,129942,0,303,0,41,0,8,0
1928,ONTARIO,ON,460,2020/05/24 12:00:00+00,25500,19477,331,2073,25,611369,11383,3950,104,878,-34,148,1
1927,QUEBEC,QC,573,2020/05/24 12:00:00+00,47411,14331,287,3984,44,380061,9241,29096,242,1435,-17,170,3
1931,CANADA,CA,1078,2020/05/24 12:00:00+00,84699,43998,680,6424,69,1522947,26587,34277,329,2414,-54,339,4
1932,NUNAVUT,NU,0,2020/05/25 12:00:00+00,0,0,0,0,0,1010,38,0,0,0,0,0,0
1933,YUKON,YT,0,2020/05/25 12:00:00+00,11,11,0,0,0,1145,0,0,0,0,0,0,0
1934,PRINCE EDWARD ISLAND,PE,0,2020/05/25 12:00:00+00,27,27,0,0,0,5422,0,0,0,0,0,0,0
1936,NEW BRUNSWICK,NB,0,2020/05/25 12:00:00+00,121,120,0,0,0,22572,271,1,0,0,0,0,0
1941,MANITOBA,MB,0,2020/05/25 12:00:00+00,292,268,0,7,0,38962,363,17,0,0,0,0,0
1944,NORTHWEST TERRITORIES,NT,0,2020/05/25 12:00:00+00,5,5,0,0,0,2124,31,0,0,0,0,0,0
1945,REPATRIATED CDN,RC,0,2020/05/25 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1935,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/25 12:00:00+00,260,254,0,3,0,11347,60,3,0,3,0,1,0
1938,NOVA SCOTIA,NS,1,2020/05/25 12:00:00+00,1051,974,1,58,0,39509,404,19,0,6,0,3,0
1939,SASKATCHEWAN,SK,2,2020/05/25 12:00:00+00,634,546,8,7,0,44312,450,81,-6,6,1,4,1
1940,ALBERTA,AB,19,2020/05/25 12:00:00+00,6879,5979,55,138,3,239799,3010,762,-39,45,-1,5,-1
1937,BRITISH COLUMBIA,BC,13,2020/05/25 12:00:00+00,2530,2102,45,161,4,135190,5248,267,-36,37,-4,7,-1
1943,ONTARIO,ON,404,2020/05/25 12:00:00+00,25904,19698,221,2102,29,619539,8170,4104,154,859,-19,148,0
1942,QUEBEC,QC,573,2020/05/25 12:00:00+00,47984,14654,323,4069,85,389618,9557,29261,165,1425,-10,179,9
1946,CANADA,CA,1012,2020/05/25 12:00:00+00,85711,44651,653,6545,121,1550549,27602,34515,238,2381,-33,347,8
1947,NUNAVUT,NU,0,2020/05/26 12:00:00+00,0,0,0,0,0,1010,0,0,0,0,0,0,0
1948,YUKON,YT,0,2020/05/26 12:00:00+00,11,11,0,0,0,1159,14,0,0,0,0,0,0
1949,PRINCE EDWARD ISLAND,PE,0,2020/05/26 12:00:00+00,27,27,0,0,0,5857,435,0,0,0,0,0,0
1950,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/26 12:00:00+00,260,255,1,3,0,11495,148,2,-1,1,-2,0,-1
1951,NEW BRUNSWICK,NB,1,2020/05/26 12:00:00+00,122,120,0,0,0,22920,348,2,1,0,0,0,0
1956,MANITOBA,MB,0,2020/05/26 12:00:00+00,292,269,1,7,0,39321,359,16,-1,0,0,0,0
1959,NORTHWEST TERRITORIES,NT,0,2020/05/26 12:00:00+00,5,5,0,0,0,2153,29,0,0,0,0,0,0
1960,REPATRIATED CDN,RC,0,2020/05/26 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1953,NOVA SCOTIA,NS,1,2020/05/26 12:00:00+00,1052,976,2,59,1,40051,542,17,-2,7,1,3,0
1954,SASKATCHEWAN,SK,0,2020/05/26 12:00:00+00,634,549,3,8,1,44580,268,77,-4,5,-1,3,-1
1955,ALBERTA,AB,22,2020/05/26 12:00:00+00,6901,6048,69,139,1,242781,2982,714,-48,45,0,5,0
1952,BRITISH COLUMBIA,BC,11,2020/05/26 12:00:00+00,2541,2122,20,161,0,136321,1131,258,-9,37,0,7,0
1958,ONTARIO,ON,287,2020/05/26 12:00:00+00,26191,19958,260,2123,21,629414,9875,4110,6,848,-11,143,-5
1957,QUEBEC,QC,614,2020/05/26 12:00:00+00,48598,14999,345,4139,70,395775,6157,29460,199,1403,-22,181,2
1961,CANADA,CA,936,2020/05/26 12:00:00+00,86647,45352,701,6639,94,1572837,22288,34656,141,2346,-35,342,-5
1962,NUNAVUT,NU,0,2020/05/27 12:00:00+00,0,0,0,0,0,1044,34,0,0,0,0,0,0
1963,YUKON,YT,0,2020/05/27 12:00:00+00,11,11,0,0,0,1163,4,0,0,0,0,0,0
1964,PRINCE EDWARD ISLAND,PE,0,2020/05/27 12:00:00+00,27,27,0,0,0,5857,0,0,0,0,0,0,0
1966,NEW BRUNSWICK,NB,1,2020/05/27 12:00:00+00,123,120,0,0,0,23296,376,3,1,0,0,0,0
1971,MANITOBA,MB,0,2020/05/27 12:00:00+00,292,271,2,7,0,40466,1145,14,-2,0,0,0,0
1974,NORTHWEST TERRITORIES,NT,0,2020/05/27 12:00:00+00,5,5,0,0,0,2181,28,0,0,0,0,0,0
1975,REPATRIATED CDN,RC,0,2020/05/27 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1965,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/27 12:00:00+00,260,255,0,3,0,11617,122,2,0,1,0,1,1
1968,NOVA SCOTIA,NS,1,2020/05/27 12:00:00+00,1053,975,-1,59,0,40494,443,19,2,7,0,3,0
1969,SASKATCHEWAN,SK,3,2020/05/27 12:00:00+00,637,559,10,10,2,44580,0,68,-9,4,-1,3,0
1970,ALBERTA,AB,25,2020/05/27 12:00:00+00,6926,6106,58,141,2,245949,3168,679,-35,43,-2,4,-1
1967,BRITISH COLUMBIA,BC,9,2020/05/27 12:00:00+00,2550,2144,22,162,1,138043,1722,244,-14,37,0,7,0
1973,ONTARIO,ON,292,2020/05/27 12:00:00+00,26483,20372,414,2155,32,644547,15133,3956,-154,847,-1,150,7
1972,QUEBEC,QC,541,2020/05/27 12:00:00+00,49139,15319,320,4228,89,402059,6284,29592,132,1378,-25,184,3
1976,CANADA,CA,872,2020/05/27 12:00:00+00,87519,46177,825,6765,126,1601296,28459,34577,-79,2317,-29,352,10
1977,NUNAVUT,NU,0,2020/05/28 12:00:00+00,0,0,0,0,0,1044,0,0,0,0,0,0,0
1978,YUKON,YT,0,2020/05/28 12:00:00+00,11,11,0,0,0,1172,9,0,0,0,0,0,0
1979,PRINCE EDWARD ISLAND,PE,0,2020/05/28 12:00:00+00,27,27,0,0,0,6178,321,0,0,0,0,0,0
1981,NEW BRUNSWICK,NB,3,2020/05/28 12:00:00+00,126,120,0,0,0,23693,397,6,3,0,0,0,0
1986,MANITOBA,MB,2,2020/05/28 12:00:00+00,294,273,2,7,0,41191,725,14,0,0,0,0,0
1989,NORTHWEST TERRITORIES,NT,0,2020/05/28 12:00:00+00,5,5,0,0,0,2194,13,0,0,0,0,0,0
1990,REPATRIATED CDN,RC,0,2020/05/28 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1980,NEWFOUNDLAND AND LABRADOR,NL,1,2020/05/28 12:00:00+00,261,255,0,3,0,11775,158,3,1,1,0,1,0
1983,NOVA SCOTIA,NS,2,2020/05/28 12:00:00+00,1055,977,2,59,0,41295,801,19,0,8,1,3,0
1984,SASKATCHEWAN,SK,2,2020/05/28 12:00:00+00,639,568,9,10,0,45869,1289,61,-7,4,0,3,0
1985,ALBERTA,AB,29,2020/05/28 12:00:00+00,6955,6160,54,143,2,245949,0,652,-27,50,7,4,0
1982,BRITISH COLUMBIA,BC,8,2020/05/28 12:00:00+00,2558,2153,9,164,2,140136,2093,241,-3,33,-4,6,-1
1988,ONTARIO,ON,383,2020/05/28 12:00:00+00,26866,20673,301,2189,34,662162,17615,4004,48,833,-14,137,-13
1987,QUEBEC,QC,563,2020/05/28 12:00:00+00,49702,15618,299,4302,74,409135,7076,29782,190,1331,-47,178,-6
1991,CANADA,CA,993,2020/05/28 12:00:00+00,88512,46853,676,6877,112,1631793,30497,34782,205,2260,-57,332,-20
1992,NUNAVUT,NU,0,2020/05/29 12:00:00+00,0,0,0,0,0,1070,26,0,0,0,0,0,0
1993,YUKON,YT,0,2020/05/29 12:00:00+00,11,11,0,0,0,1176,4,0,0,0,0,0,0
1994,PRINCE EDWARD ISLAND,PE,0,2020/05/29 12:00:00+00,27,27,0,0,0,6306,128,0,0,0,0,0,0
2001,MANITOBA,MB,0,2020/05/29 12:00:00+00,294,273,0,7,0,42306,1115,14,0,0,0,0,0
2004,NORTHWEST TERRITORIES,NT,0,2020/05/29 12:00:00+00,5,5,0,0,0,2215,21,0,0,0,0,0,0
2005,REPATRIATED CDN,RC,0,2020/05/29 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1995,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/29 12:00:00+00,261,255,0,3,0,11907,132,3,0,1,0,1,0
1996,NEW BRUNSWICK,NB,2,2020/05/29 12:00:00+00,128,120,0,0,0,24169,476,8,2,2,2,2,2
1999,SASKATCHEWAN,SK,2,2020/05/29 12:00:00+00,641,570,2,10,0,46454,585,61,0,4,0,2,-1
1998,NOVA SCOTIA,NS,0,2020/05/29 12:00:00+00,1055,978,1,59,0,41969,674,18,-1,8,0,3,0
2000,ALBERTA,AB,24,2020/05/29 12:00:00+00,6979,6220,60,143,0,253459,7510,616,-36,55,5,4,0
1997,BRITISH COLUMBIA,BC,4,2020/05/29 12:00:00+00,2562,2170,17,164,0,141392,1256,228,-13,34,1,6,0
2003,ONTARIO,ON,344,2020/05/29 12:00:00+00,27210,20983,310,2230,41,680687,18525,3997,-7,826,-7,129,-8
2002,QUEBEC,QC,530,2020/05/29 12:00:00+00,50232,15908,290,4363,61,417796,8661,29961,179,1265,-66,172,-6
2006,CANADA,CA,906,2020/05/29 12:00:00+00,89418,47533,680,6979,102,1670906,39113,34906,124,2195,-65,319,-13
2007,NUNAVUT,NU,0,2020/05/30 12:00:00+00,0,0,0,0,0,1070,0,0,0,0,0,0,0
2008,YUKON,YT,0,2020/05/30 12:00:00+00,11,11,0,0,0,1176,0,0,0,0,0,0,0
2009,PRINCE EDWARD ISLAND,PE,0,2020/05/30 12:00:00+00,27,27,0,0,0,6306,0,0,0,0,0,0,0
2010,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/30 12:00:00+00,261,255,0,3,0,12095,188,3,0,1,0,0,-1
2011,NEW BRUNSWICK,NB,1,2020/05/30 12:00:00+00,129,120,0,0,0,24867,698,9,1,3,1,0,-2
2016,MANITOBA,MB,0,2020/05/30 12:00:00+00,294,278,5,7,0,43008,702,9,-5,0,0,0,0
2019,NORTHWEST TERRITORIES,NT,0,2020/05/30 12:00:00+00,5,5,0,0,0,2215,0,0,0,0,0,0,0
2020,REPATRIATED CDN,RC,0,2020/05/30 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
2014,SASKATCHEWAN,SK,4,2020/05/30 12:00:00+00,645,580,10,10,0,47114,660,55,-6,3,-1,1,-1
2013,NOVA SCOTIA,NS,1,2020/05/30 12:00:00+00,1056,978,0,60,1,42447,478,18,0,7,-1,2,-1
2015,ALBERTA,AB,13,2020/05/30 12:00:00+00,6992,6245,25,143,0,257227,3768,604,-12,53,-2,5,1
2012,BRITISH COLUMBIA,BC,11,2020/05/30 12:00:00+00,2573,2181,11,164,0,141392,0,228,0,34,0,6,0
2018,ONTARIO,ON,323,2020/05/30 12:00:00+00,27533,21353,370,2247,17,701327,20640,3933,-64,801,-25,121,-8
2017,QUEBEC,QC,419,2020/05/30 12:00:00+00,50651,16070,162,4439,76,428895,11099,30142,181,1197,-68,167,-5
2021,CANADA,CA,772,2020/05/30 12:00:00+00,90190,48116,583,7073,94,1709139,38233,35001,95,2099,-96,302,-17
2022,NUNAVUT,NU,0,2020/05/31 12:00:00+00,0,0,0,0,0,1070,0,0,0,0,0,0,0
2023,YUKON,YT,0,2020/05/31 12:00:00+00,11,11,0,0,0,1176,0,0,0,0,0,0,0
2024,PRINCE EDWARD ISLAND,PE,0,2020/05/31 12:00:00+00,27,27,0,0,0,6306,0,0,0,0,0,0,0
2025,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/31 12:00:00+00,261,255,0,3,0,12196,101,3,0,1,0,0,0
2031,MANITOBA,MB,1,2020/05/31 12:00:00+00,295,278,0,7,0,43886,878,10,1,0,0,0,0
2034,NORTHWEST TERRITORIES,NT,0,2020/05/31 12:00:00+00,5,5,0,0,0,2215,0,0,0,0,0,0,0
2035,REPATRIATED CDN,RC,0,2020/05/31 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
2026,NEW BRUNSWICK,NB,3,2020/05/31 12:00:00+00,132,120,0,0,0,26172,1305,12,3,3,0,1,1
2029,SASKATCHEWAN,SK,1,2020/05/31 12:00:00+00,646,582,2,11,1,47824,710,53,-2,4,1,1,0
2028,NOVA SCOTIA,NS,0,2020/05/31 12:00:00+00,1056,981,3,60,0,43000,553,15,-3,7,0,2,0
2027,BRITISH COLUMBIA,BC,0,2020/05/31 12:00:00+00,2573,2181,0,164,0,141392,0,228,0,34,0,6,0
2030,ALBERTA,AB,18,2020/05/31 12:00:00+00,7010,6283,38,143,0,260365,3138,584,-20,52,-1,6,1
2033,ONTARIO,ON,326,2020/05/31 12:00:00+00,27859,21810,457,2266,19,718341,17014,3783,-150,781,-20,118,-3
2032,QUEBEC,QC,408,2020/05/31 12:00:00+00,51059,16346,276,4641,202,436799,7904,30072,-70,1198,1,171,4
2036,CANADA,CA,757,2020/05/31 12:00:00+00,90947,48892,776,7295,222,1740742,31603,34760,-241,2080,-19,305,3
